cr5,cr3,cr2,cr1,cr4,cost
1,1,4,4,0,3100
1,1,2,9,0,3100
1,1,0,14,0,3100
1,0,0,3,2,3100
1,0,4,1,1,3100
1,0,2,6,1,3100
1,0,0,11,1,3100
1,0,6,4,0,3100
1,0,4,9,0,3100
1,0,2,14,0,3100
1,0,0,19,0,3100
0,3,0,0,2,3100
0,2,2,0,2,3100
0,2,0,5,2,3100
0,1,0,2,3,3100
0,1,4,0,2,3100
0,1,2,5,2,3100
0,1,0,10,2,3100
0,0,2,2,3,3100
0,0,0,7,3,3100
0,0,6,0,2,3100
0,0,4,5,2,3100
0,0,2,10,2,3100
0,0,0,15,2,3100
2,1,1,0,0,3150
2,0,3,0,0,3150
2,0,1,5,0,3150
1,3,1,2,0,3150
1,2,3,2,0,3150
1,2,1,7,0,3150
1,1,1,4,1,3150
1,1,5,2,0,3150
1,1,3,7,0,3150
1,1,1,12,0,3150
1,0,1,1,2,3150
1,0,3,4,1,3150
1,0,1,9,1,3150
1,0,7,2,0,3150
1,0,5,7,0,3150
1,0,3,12,0,3150
1,0,1,17,0,3150
0,2,1,3,2,3150
0,1,1,0,3,3150
0,1,3,3,2,3150
0,1,1,8,2,3150
0,0,3,0,3,3150
0,0,1,5,3,3150
0,0,5,3,2,3150
0,0,3,8,2,3150
0,0,1,13,2,3150
2,1,0,3,0,3200
2,0,0,0,1,3200
2,0,2,3,0,3200
2,0,0,8,0,3200
1,4,0,0,0,3200
1,3,2,0,0,3200
1,3,0,5,0,3200
1,2,0,2,1,3200
1,2,4,0,0,3200
1,2,2,5,0,3200
1,2,0,10,0,3200
1,1,2,2,1,3200
1,1,0,7,1,3200
1,1,6,0,0,3200
1,1,4,5,0,3200
1,1,2,10,0,3200
1,1,0,15,0,3200
1,0,0,4,2,3200
1,0,4,2,1,3200
1,0,2,7,1,3200
1,0,0,12,1,3200
1,0,8,0,0,3200
1,0,6,5,0,3200
1,0,4,10,0,3200
1,0,2,15,0,3200
1,0,0,20,0,3200
0,3,0,1,2,3200
0,2,2,1,2,3200
0,2,0,6,2,3200
0,1,0,3,3,3200
0,1,4,1,2,3200
0,1,2,6,2,3200
0,1,0,11,2,3200
0,0,0,0,4,3200
0,0,2,3,3,3200
0,0,0,8,3,3200
0,0,6,1,2,3200
0,0,4,6,2,3200
0,0,2,11,2,3200
0,0,0,16,2,3200
2,1,1,1,0,3250
2,0,3,1,0,3250
2,0,1,6,0,3250
1,3,1,3,0,3250
1,2,1,0,1,3250
1,2,3,3,0,3250
1,2,1,8,0,3250
1,1,3,0,1,3250
1,1,1,5,1,3250
1,1,5,3,0,3250
1,1,3,8,0,3250
1,1,1,13,0,3250
1,0,1,2,2,3250
1,0,5,0,1,3250
1,0,3,5,1,3250
1,0,1,10,1,3250
1,0,7,3,0,3250
1,0,5,8,0,3250
1,0,3,13,0,3250
1,0,1,18,0,3250
0,2,1,4,2,3250
0,1,1,1,3,3250
0,1,3,4,2,3250
0,1,1,9,2,3250
0,0,3,1,3,3250
0,0,1,6,3,3250
0,0,5,4,2,3250
0,0,3,9,2,3250
0,0,1,14,2,3250
2,1,0,4,0,3300
2,0,0,1,1,3300
2,0,2,4,0,3300
2,0,0,9,0,3300
1,4,0,1,0,3300
1,3,2,1,0,3300
1,3,0,6,0,3300
1,2,0,3,1,3300
1,2,4,1,0,3300
1,2,2,6,0,3300
1,2,0,11,0,3300
1,1,0,0,2,3300
1,1,2,3,1,3300
1,1,0,8,1,3300
1,1,6,1,0,3300
1,1,4,6,0,3300
1,1,2,11,0,3300
1,1,0,16,0,3300
1,0,2,0,2,3300
1,0,0,5,2,3300
1,0,4,3,1,3300
1,0,2,8,1,3300
1,0,0,13,1,3300
1,0,8,1,0,3300
1,0,6,6,0,3300
1,0,4,11,0,3300
1,0,2,16,0,3300
1,0,0,21,0,3300
0,5,0,0,1,3300
0,4,2,0,1,3300
0,4,0,5,1,3300
0,3,0,2,2,3300
0,3,4,0,1,3300
0,3,2,5,1,3300
0,3,0,10,1,3300
0,2,2,2,2,3300
0,2,0,7,2,3300
0,2,6,0,1,3300
0,2,4,5,1,3300
0,2,2,10,1,3300
0,2,0,15,1,3300
0,1,0,4,3,3300
0,1,4,2,2,3300
0,1,2,7,2,3300
0,1,0,12,2,3300
0,1,8,0,1,3300
0,1,6,5,1,3300
0,1,4,10,1,3300
0,1,2,15,1,3300
0,1,0,20,1,3300
0,0,0,1,4,3300
0,0,2,4,3,3300
0,0,0,9,3,3300
0,0,6,2,2,3300
0,0,4,7,2,3300
0,0,2,12,2,3300
0,0,0,17,2,3300
0,0,10,0,1,3300
0,0,8,5,1,3300
0,0,6,10,1,3300
0,0,4,15,1,3300
0,0,2,20,1,3300
2,1,1,2,0,3350
2,0,3,2,0,3350
2,0,1,7,0,3350
1,3,1,4,0,3350
1,2,1,1,1,3350
1,2,3,4,0,3350
1,2,1,9,0,3350
1,1,3,1,1,3350
1,1,1,6,1,3350
1,1,5,4,0,3350
1,1,3,9,0,3350
1,1,1,14,0,3350
1,0,1,3,2,3350
1,0,5,1,1,3350
1,0,3,6,1,3350
1,0,1,11,1,3350
1,0,7,4,0,3350
1,0,5,9,0,3350
1,0,3,14,0,3350
1,0,1,19,0,3350
0,4,1,3,1,3350
0,3,1,0,2,3350
0,3,3,3,1,3350
0,3,1,8,1,3350
0,2,3,0,2,3350
0,2,1,5,2,3350
0,2,5,3,1,3350
0,2,3,8,1,3350
0,2,1,13,1,3350
0,1,1,2,3,3350
0,1,5,0,2,3350
0,1,3,5,2,3350
0,1,1,10,2,3350
0,1,7,3,1,3350
0,1,5,8,1,3350
0,1,3,13,1,3350
0,1,1,18,1,3350
0,0,3,2,3,3350
0,0,1,7,3,3350
0,0,7,0,2,3350
0,0,5,5,2,3350
0,0,3,10,2,3350
0,0,1,15,2,3350
0,0,9,3,1,3350
0,0,7,8,1,3350
0,0,5,13,1,3350
0,0,3,18,1,3350
2,2,0,0,0,3400
2,1,2,0,0,3400
2,1,0,5,0,3400
2,0,0,2,1,3400
2,0,4,0,0,3400
2,0,2,5,0,3400
2,0,0,10,0,3400
1,4,0,2,0,3400
1,3,2,2,0,3400
1,3,0,7,0,3400
1,2,0,4,1,3400
1,2,4,2,0,3400
1,2,2,7,0,3400
1,2,0,12,0,3400
1,1,0,1,2,3400
1,1,2,4,1,3400
1,1,0,9,1,3400
1,1,6,2,0,3400
1,1,4,7,0,3400
1,1,2,12,0,3400
1,1,0,17,0,3400
1,0,2,1,2,3400
1,0,0,6,2,3400
1,0,4,4,1,3400
1,0,2,9,1,3400
1,0,0,14,1,3400
1,0,8,2,0,3400
1,0,6,7,0,3400
1,0,4,12,0,3400
1,0,2,17,0,3400
1,0,0,22,0,3400
0,5,0,1,1,3400
0,4,2,1,1,3400
0,4,0,6,1,3400
0,3,0,3,2,3400
0,3,4,1,1,3400
0,3,2,6,1,3400
0,3,0,11,1,3400
0,2,0,0,3,3400
0,2,2,3,2,3400
0,2,0,8,2,3400
0,2,6,1,1,3400
0,2,4,6,1,3400
0,2,2,11,1,3400
0,2,0,16,1,3400
0,1,2,0,3,3400
0,1,0,5,3,3400
0,1,4,3,2,3400
0,1,2,8,2,3400
0,1,0,13,2,3400
0,1,8,1,1,3400
0,1,6,6,1,3400
0,1,4,11,1,3400
0,1,2,16,1,3400
0,1,0,21,1,3400
0,0,0,2,4,3400
0,0,4,0,3,3400
0,0,2,5,3,3400
0,0,0,10,3,3400
0,0,6,3,2,3400
0,0,4,8,2,3400
0,0,2,13,2,3400
0,0,0,18,2,3400
0,0,10,1,1,3400
0,0,8,6,1,3400
0,0,6,11,1,3400
0,0,4,16,1,3400
0,0,2,21,1,3400
2,1,1,3,0,3450
2,0,1,0,1,3450
2,0,3,3,0,3450
2,0,1,8,0,3450
1,4,1,0,0,3450
1,3,3,0,0,3450
1,3,1,5,0,3450
1,2,1,2,1,3450
1,2,5,0,0,3450
1,2,3,5,0,3450
1,2,1,10,0,3450
1,1,3,2,1,3450
1,1,1,7,1,3450
1,1,7,0,0,3450
1,1,5,5,0,3450
1,1,3,10,0,3450
1,1,1,15,0,3450
1,0,1,4,2,3450
1,0,5,2,1,3450
1,0,3,7,1,3450
1,0,1,12,1,3450
1,0,9,0,0,3450
1,0,7,5,0,3450
1,0,5,10,0,3450
1,0,3,15,0,3450
1,0,1,20,0,3450
0,4,1,4,1,3450
0,3,1,1,2,3450
0,3,3,4,1,3450
0,3,1,9,1,3450
0,2,3,1,2,3450
0,2,1,6,2,3450
0,2,5,4,1,3450
0,2,3,9,1,3450
0,2,1,14,1,3450
0,1,1,3,3,3450
0,1,5,1,2,3450
0,1,3,6,2,3450
0,1,1,11,2,3450
0,1,7,4,1,3450
0,1,5,9,1,3450
0,1,3,14,1,3450
0,1,1,19,1,3450
0,0,1,0,4,3450
0,0,3,3,3,3450
0,0,1,8,3,3450
0,0,7,1,2,3450
0,0,5,6,2,3450
0,0,3,11,2,3450
0,0,1,16,2,3450
0,0,9,4,1,3450
0,0,7,9,1,3450
0,0,5,14,1,3450
0,0,3,19,1,3450
2,2,0,1,0,3500
2,1,2,1,0,3500
2,1,0,6,0,3500
2,0,0,3,1,3500
2,0,4,1,0,3500
2,0,2,6,0,3500
2,0,0,11,0,3500
1,4,0,3,0,3500
1,3,0,0,1,3500
1,3,2,3,0,3500
1,3,0,8,0,3500
1,2,2,0,1,3500
1,2,0,5,1,3500
1,2,4,3,0,3500
1,2,2,8,0,3500
1,2,0,13,0,3500
1,1,0,2,2,3500
1,1,4,0,1,3500
1,1,2,5,1,3500
1,1,0,10,1,3500
1,1,6,3,0,3500
1,1,4,8,0,3500
1,1,2,13,0,3500
1,1,0,18,0,3500
1,0,2,2,2,3500
1,0,0,7,2,3500
1,0,6,0,1,3500
1,0,4,5,1,3500
1,0,2,10,1,3500
1,0,0,15,1,3500
1,0,8,3,0,3500
1,0,6,8,0,3500
1,0,4,13,0,3500
1,0,2,18,0,3500
0,5,0,2,1,3500
0,4,2,2,1,3500
0,4,0,7,1,3500
0,3,0,4,2,3500
0,3,4,2,1,3500
0,3,2,7,1,3500
0,3,0,12,1,3500
0,2,0,1,3,3500
0,2,2,4,2,3500
0,2,0,9,2,3500
0,2,6,2,1,3500
0,2,4,7,1,3500
0,2,2,12,1,3500
0,2,0,17,1,3500
0,1,2,1,3,3500
0,1,0,6,3,3500
0,1,4,4,2,3500
0,1,2,9,2,3500
0,1,0,14,2,3500
0,1,8,2,1,3500
0,1,6,7,1,3500
0,1,4,12,1,3500
0,1,2,17,1,3500
0,1,0,22,1,3500
0,0,0,3,4,3500
0,0,4,1,3,3500
0,0,2,6,3,3500
0,0,0,11,3,3500
0,0,6,4,2,3500
0,0,4,9,2,3500
0,0,2,14,2,3500
0,0,0,19,2,3500
0,0,10,2,1,3500
0,0,8,7,1,3500
0,0,6,12,1,3500
0,0,4,17,1,3500
0,0,2,22,1,3500
2,1,1,4,0,3550
2,0,1,1,1,3550
2,0,3,4,0,3550
2,0,1,9,0,3550
1,4,1,1,0,3550
1,3,3,1,0,3550
1,3,1,6,0,3550
1,2,1,3,1,3550
1,2,5,1,0,3550
1,2,3,6,0,3550
1,2,1,11,0,3550
1,1,1,0,2,3550
1,1,3,3,1,3550
1,1,1,8,1,3550
1,1,7,1,0,3550
1,1,5,6,0,3550
1,1,3,11,0,3550
1,1,1,16,0,3550
1,0,3,0,2,3550
1,0,1,5,2,3550
1,0,5,3,1,3550
1,0,3,8,1,3550
1,0,1,13,1,3550
1,0,9,1,0,3550
1,0,7,6,0,3550
1,0,5,11,0,3550
1,0,3,16,0,3550
1,0,1,21,0,3550
0,5,1,0,1,3550
0,4,3,0,1,3550
0,4,1,5,1,3550
0,3,1,2,2,3550
0,3,5,0,1,3550
0,3,3,5,1,3550
0,3,1,10,1,3550
0,2,3,2,2,3550
0,2,1,7,2,3550
0,2,7,0,1,3550
0,2,5,5,1,3550
0,2,3,10,1,3550
0,2,1,15,1,3550
0,1,1,4,3,3550
0,1,5,2,2,3550
0,1,3,7,2,3550
0,1,1,12,2,3550
0,1,9,0,1,3550
0,1,7,5,1,3550
0,1,5,10,1,3550
0,1,3,15,1,3550
0,1,1,20,1,3550
0,0,1,1,4,3550
0,0,3,4,3,3550
0,0,1,9,3,3550
0,0,7,2,2,3550
0,0,5,7,2,3550
0,0,3,12,2,3550
0,0,1,17,2,3550
0,0,11,0,1,3550
0,0,9,5,1,3550
0,0,7,10,1,3550
0,0,5,15,1,3550
0,0,3,20,1,3550
3,0,0,0,0,3600
2,2,0,2,0,3600
2,1,2,2,0,3600
2,1,0,7,0,3600
2,0,0,4,1,3600
2,0,4,2,0,3600
2,0,2,7,0,3600
2,0,0,12,0,3600
1,4,0,4,0,3600
1,3,0,1,1,3600
1,3,2,4,0,3600
1,3,0,9,0,3600
1,2,2,1,1,3600
1,2,0,6,1,3600
1,2,4,4,0,3600
1,2,2,9,0,3600
1,2,0,14,0,3600
1,1,0,3,2,3600
1,1,4,1,1,3600
1,1,2,6,1,3600
1,1,0,11,1,3600
1,1,6,4,0,3600
1,1,4,9,0,3600
1,1,2,14,0,3600
1,1,0,19,0,3600
1,0,0,0,3,3600
1,0,2,3,2,3600
1,0,0,8,2,3600
1,0,6,1,1,3600
1,0,4,6,1,3600
1,0,2,11,1,3600
1,0,0,16,1,3600
1,0,8,4,0,3600
1,0,6,9,0,3600
1,0,4,14,0,3600
1,0,2,19,0,3600
0,5,0,3,1,3600
0,4,0,0,2,3600
0,4,2,3,1,3600
0,4,0,8,1,3600
0,3,2,0,2,3600
0,3,0,5,2,3600
0,3,4,3,1,3600
0,3,2,8,1,3600
0,3,0,13,1,3600
0,2,0,2,3,3600
0,2,4,0,2,3600
0,2,2,5,2,3600
0,2,0,10,2,3600
0,2,6,3,1,3600
0,2,4,8,1,3600
0,2,2,13,1,3600
0,2,0,18,1,3600
0,1,2,2,3,3600
0,1,0,7,3,3600
0,1,6,0,2,3600
0,1,4,5,2,3600
0,1,2,10,2,3600
0,1,0,15,2,3600
0,1,8,3,1,3600
0,1,6,8,1,3600
0,1,4,13,1,3600
0,1,2,18,1,3600
0,0,0,4,4,3600
0,0,4,2,3,3600
0,0,2,7,3,3600
0,0,0,12,3,3600
0,0,8,0,2,3600
0,0,6,5,2,3600
0,0,4,10,2,3600
0,0,2,15,2,3600
0,0,0,20,2,3600
0,0,10,3,1,3600
0,0,8,8,1,3600
0,0,6,13,1,3600
0,0,4,18,1,3600
2,2,1,0,0,3650
2,1,3,0,0,3650
2,1,1,5,0,3650
2,0,1,2,1,3650
2,0,5,0,0,3650
2,0,3,5,0,3650
2,0,1,10,0,3650
1,4,1,2,0,3650
1,3,3,2,0,3650
1,3,1,7,0,3650
1,2,1,4,1,3650
1,2,5,2,0,3650
1,2,3,7,0,3650
1,2,1,12,0,3650
1,1,1,1,2,3650
1,1,3,4,1,3650
1,1,1,9,1,3650
1,1,7,2,0,3650
1,1,5,7,0,3650
1,1,3,12,0,3650
1,1,1,17,0,3650
1,0,3,1,2,3650
1,0,1,6,2,3650
1,0,5,4,1,3650
1,0,3,9,1,3650
1,0,1,14,1,3650
1,0,9,2,0,3650
1,0,7,7,0,3650
1,0,5,12,0,3650
1,0,3,17,0,3650
1,0,1,22,0,3650
0,5,1,1,1,3650
0,4,3,1,1,3650
0,4,1,6,1,3650
0,3,1,3,2,3650
0,3,5,1,1,3650
0,3,3,6,1,3650
0,3,1,11,1,3650
0,2,1,0,3,3650
0,2,3,3,2,3650
0,2,1,8,2,3650
0,2,7,1,1,3650
0,2,5,6,1,3650
0,2,3,11,1,3650
0,2,1,16,1,3650
0,1,3,0,3,3650
0,1,1,5,3,3650
0,1,5,3,2,3650
0,1,3,8,2,3650
0,1,1,13,2,3650
0,1,9,1,1,3650
0,1,7,6,1,3650
0,1,5,11,1,3650
0,1,3,16,1,3650
0,1,1,21,1,3650
0,0,1,2,4,3650
0,0,5,0,3,3650
0,0,3,5,3,3650
0,0,1,10,3,3650
0,0,7,3,2,3650
0,0,5,8,2,3650
0,0,3,13,2,3650
0,0,1,18,2,3650
0,0,11,1,1,3650
0,0,9,6,1,3650
0,0,7,11,1,3650
0,0,5,16,1,3650
0,0,3,21,1,3650
3,0,0,1,0,3700
2,2,0,3,0,3700
2,1,0,0,1,3700
2,1,2,3,0,3700
2,1,0,8,0,3700
2,0,2,0,1,3700
2,0,0,5,1,3700
2,0,4,3,0,3700
2,0,2,8,0,3700
2,0,0,13,0,3700
1,5,0,0,0,3700
1,4,2,0,0,3700
1,4,0,5,0,3700
1,3,0,2,1,3700
1,3,4,0,0,3700
1,3,2,5,0,3700
1,3,0,10,0,3700
1,2,2,2,1,3700
1,2,0,7,1,3700
1,2,6,0,0,3700
1,2,4,5,0,3700
1,2,2,10,0,3700
1,2,0,15,0,3700
1,1,0,4,2,3700
1,1,4,2,1,3700
1,1,2,7,1,3700
1,1,0,12,1,3700
1,1,8,0,0,3700
1,1,6,5,0,3700
1,1,4,10,0,3700
1,1,2,15,0,3700
1,1,0,20,0,3700
1,0,0,1,3,3700
1,0,2,4,2,3700
1,0,0,9,2,3700
1,0,6,2,1,3700
1,0,4,7,1,3700
1,0,2,12,1,3700
1,0,0,17,1,3700
1,0,10,0,0,3700
1,0,8,5,0,3700
1,0,6,10,0,3700
1,0,4,15,0,3700
1,0,2,20,0,3700
0,5,0,4,1,3700
0,4,0,1,2,3700
0,4,2,4,1,3700
0,4,0,9,1,3700
0,3,2,1,2,3700
0,3,0,6,2,3700
0,3,4,4,1,3700
0,3,2,9,1,3700
0,3,0,14,1,3700
0,2,0,3,3,3700
0,2,4,1,2,3700
0,2,2,6,2,3700
0,2,0,11,2,3700
0,2,6,4,1,3700
0,2,4,9,1,3700
0,2,2,14,1,3700
0,2,0,19,1,3700
0,1,0,0,4,3700
0,1,2,3,3,3700
0,1,0,8,3,3700
0,1,6,1,2,3700
0,1,4,6,2,3700
0,1,2,11,2,3700
0,1,0,16,2,3700
0,1,8,4,1,3700
0,1,6,9,1,3700
0,1,4,14,1,3700
0,1,2,19,1,3700
0,0,2,0,4,3700
0,0,0,5,4,3700
0,0,4,3,3,3700
0,0,2,8,3,3700
0,0,0,13,3,3700
0,0,8,1,2,3700
0,0,6,6,2,3700
0,0,4,11,2,3700
0,0,2,16,2,3700
0,0,0,21,2,3700
0,0,10,4,1,3700
0,0,8,9,1,3700
0,0,6,14,1,3700
0,0,4,19,1,3700
2,2,1,1,0,3750
2,1,3,1,0,3750
2,1,1,6,0,3750
2,0,1,3,1,3750
2,0,5,1,0,3750
2,0,3,6,0,3750
2,0,1,11,0,3750
1,4,1,3,0,3750
1,3,1,0,1,3750
1,3,3,3,0,3750
1,3,1,8,0,3750
1,2,3,0,1,3750
1,2,1,5,1,3750
1,2,5,3,0,3750
1,2,3,8,0,3750
1,2,1,13,0,3750
1,1,1,2,2,3750
1,1,5,0,1,3750
1,1,3,5,1,3750
1,1,1,10,1,3750
1,1,7,3,0,3750
1,1,5,8,0,3750
1,1,3,13,0,3750
1,1,1,18,0,3750
1,0,3,2,2,3750
1,0,1,7,2,3750
1,0,7,0,1,3750
1,0,5,5,1,3750
1,0,3,10,1,3750
1,0,1,15,1,3750
1,0,9,3,0,3750
1,0,7,8,0,3750
1,0,5,13,0,3750
1,0,3,18,0,3750
0,7,1,0,0,3750
0,6,3,0,0,3750
0,6,1,5,0,3750
0,5,1,2,1,3750
0,5,5,0,0,3750
0,5,3,5,0,3750
0,5,1,10,0,3750
0,4,3,2,1,3750
0,4,1,7,1,3750
0,4,7,0,0,3750
0,4,5,5,0,3750
0,4,3,10,0,3750
0,4,1,15,0,3750
0,3,1,4,2,3750
0,3,5,2,1,3750
0,3,3,7,1,3750
0,3,1,12,1,3750
0,3,9,0,0,3750
0,3,7,5,0,3750
0,3,5,10,0,3750
0,3,3,15,0,3750
0,3,1,20,0,3750
0,2,1,1,3,3750
0,2,3,4,2,3750
0,2,1,9,2,3750
0,2,7,2,1,3750
0,2,5,7,1,3750
0,2,3,12,1,3750
0,2,1,17,1,3750
0,2,11,0,0,3750
0,2,9,5,0,3750
0,2,7,10,0,3750
0,2,5,15,0,3750
0,2,3,20,0,3750
0,1,3,1,3,3750
0,1,1,6,3,3750
0,1,5,4,2,3750
0,1,3,9,2,3750
0,1,1,14,2,3750
0,1,9,2,1,3750
0,1,7,7,1,3750
0,1,5,12,1,3750
0,1,3,17,1,3750
0,1,1,22,1,3750
0,1,13,0,0,3750
0,1,11,5,0,3750
0,1,9,10,0,3750
0,1,7,15,0,3750
0,1,5,20,0,3750
0,0,1,3,4,3750
0,0,5,1,3,3750
0,0,3,6,3,3750
0,0,1,11,3,3750
0,0,7,4,2,3750
0,0,5,9,2,3750
0,0,3,14,2,3750
0,0,1,19,2,3750
0,0,11,2,1,3750
0,0,9,7,1,3750
0,0,7,12,1,3750
0,0,5,17,1,3750
0,0,3,22,1,3750
0,0,15,0,0,3750
0,0,13,5,0,3750
0,0,11,10,0,3750
0,0,9,15,0,3750
0,0,7,20,0,3750
3,0,0,2,0,3800
2,2,0,4,0,3800
2,1,0,1,1,3800
2,1,2,4,0,3800
2,1,0,9,0,3800
2,0,2,1,1,3800
2,0,0,6,1,3800
2,0,4,4,0,3800
2,0,2,9,0,3800
2,0,0,14,0,3800
1,5,0,1,0,3800
1,4,2,1,0,3800
1,4,0,6,0,3800
1,3,0,3,1,3800
1,3,4,1,0,3800
1,3,2,6,0,3800
1,3,0,11,0,3800
1,2,0,0,2,3800
1,2,2,3,1,3800
1,2,0,8,1,3800
1,2,6,1,0,3800
1,2,4,6,0,3800
1,2,2,11,0,3800
1,2,0,16,0,3800
1,1,2,0,2,3800
1,1,0,5,2,3800
1,1,4,3,1,3800
1,1,2,8,1,3800
1,1,0,13,1,3800
1,1,8,1,0,3800
1,1,6,6,0,3800
1,1,4,11,0,3800
1,1,2,16,0,3800
1,1,0,21,0,3800
1,0,0,2,3,3800
1,0,4,0,2,3800
1,0,2,5,2,3800
1,0,0,10,2,3800
1,0,6,3,1,3800
1,0,4,8,1,3800
1,0,2,13,1,3800
1,0,0,18,1,3800
1,0,10,1,0,3800
1,0,8,6,0,3800
1,0,6,11,0,3800
1,0,4,16,0,3800
1,0,2,21,0,3800
0,7,0,3,0,3800
0,6,0,0,1,3800
0,6,2,3,0,3800
0,6,0,8,0,3800
0,5,2,0,1,3800
0,5,0,5,1,3800
0,5,4,3,0,3800
0,5,2,8,0,3800
0,5,0,13,0,3800
0,4,0,2,2,3800
0,4,4,0,1,3800
0,4,2,5,1,3800
0,4,0,10,1,3800
0,4,6,3,0,3800
0,4,4,8,0,3800
0,4,2,13,0,3800
0,4,0,18,0,3800
0,3,2,2,2,3800
0,3,0,7,2,3800
0,3,6,0,1,3800
0,3,4,5,1,3800
0,3,2,10,1,3800
0,3,0,15,1,3800
0,3,8,3,0,3800
0,3,6,8,0,3800
0,3,4,13,0,3800
0,3,2,18,0,3800
0,2,0,4,3,3800
0,2,4,2,2,3800
0,2,2,7,2,3800
0,2,0,12,2,3800
0,2,8,0,1,3800
0,2,6,5,1,3800
0,2,4,10,1,3800
0,2,2,15,1,3800
0,2,0,20,1,3800
0,2,10,3,0,3800
0,2,8,8,0,3800
0,2,6,13,0,3800
0,2,4,18,0,3800
0,1,0,1,4,3800
0,1,2,4,3,3800
0,1,0,9,3,3800
0,1,6,2,2,3800
0,1,4,7,2,3800
0,1,2,12,2,3800
0,1,0,17,2,3800
0,1,10,0,1,3800
0,1,8,5,1,3800
0,1,6,10,1,3800
0,1,4,15,1,3800
0,1,2,20,1,3800
0,1,12,3,0,3800
0,1,10,8,0,3800
0,1,8,13,0,3800
0,1,6,18,0,3800
0,0,2,1,4,3800
0,0,0,6,4,3800
0,0,4,4,3,3800
0,0,2,9,3,3800
0,0,0,14,3,3800
0,0,8,2,2,3800
0,0,6,7,2,3800
0,0,4,12,2,3800
0,0,2,17,2,3800
0,0,0,22,2,3800
0,0,12,0,1,3800
0,0,10,5,1,3800
0,0,8,10,1,3800
0,0,6,15,1,3800
0,0,4,20,1,3800
0,0,14,3,0,3800
